bhk_type,carpet_area_sqft,super_built_up_area_sqft,floor_number,total_floors,building_age_years,lift_available,furnishing_status,modular_kitchen,bathrooms,balconies,ac_units,wardrobes,flooring_type,gated_community,security,clubhouse,gym,swimming_pool,parking_type,power_backup,water_supply,maintenance_charges,locality,pin_code,society_type,distance_to_metro_km,distance_to_it_park_km,distance_to_school_km,distance_to_hospital_km,rental_price,purchase_price,price_per_sqft,brokerage_type,days_since_listed,locality_tier,furnishing_status_encoded,bhk_number,bhk_type_encoded,locality_Aundh,locality_Baner,locality_Hadapsar,locality_Hinjewadi,locality_Kalyani Nagar,locality_Kharadi,locality_Koregaon Park,locality_Kothrud,locality_Magarpatta,locality_Nigdi,locality_Pimple Saudagar,locality_Pune Camp,locality_Shivajinagar,locality_Viman Nagar,locality_Wakad,norm_carpet_area_sqft,norm_super_built_up_area_sqft,norm_floor_number,norm_total_floors,norm_building_age_years,norm_lift_available,norm_modular_kitchen,norm_bathrooms,norm_balconies,norm_ac_units,norm_wardrobes,norm_gated_community,norm_security,norm_clubhouse,norm_gym,norm_swimming_pool,norm_power_backup,norm_maintenance_charges,norm_pin_code,norm_distance_to_metro_km,norm_distance_to_it_park_km,norm_distance_to_school_km,norm_distance_to_hospital_km,norm_price_per_sqft,norm_days_since_listed,norm_locality_tier,norm_locality_Aundh,norm_locality_Baner,norm_locality_Hadapsar,norm_locality_Hinjewadi,norm_locality_Kalyani Nagar,norm_locality_Kharadi,norm_locality_Koregaon Park,norm_locality_Kothrud,norm_locality_Magarpatta,norm_locality_Nigdi,norm_locality_Pimple Saudagar,norm_locality_Pune Camp,norm_locality_Shivajinagar,norm_locality_Viman Nagar,norm_locality_Wakad,floor_ratio,connectivity_score,area_per_bhk
3 BHK,1151.91,1290.26,7,12,12,1,Unfurnished,0,4,3,2,5,Granite,0,0,0,0,0,Not Specified,0,Borewell,2554.99,Wakad,411057,Standalone,4.09,2.71,1.74,2.45,30861.01,6166765.4,5353.513208497192,Owner,26,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4268492285309544,0.3855984166407948,0.3333333333333333,0.4210526315789473,0.6000000000000001,1.0,0.0,0.6000000000000001,0.6000000000000001,0.4,0.4444444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.2013610016017182,1.0,0.5402777777777777,0.2086450540315876,0.555956678700361,0.7320000000000001,0.0180412434815804,0.2272727272727272,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5833333333333334,0.480151541251296,383.97
2 BHK,420.19,537.05,2,4,10,0,Fully Furnished,1,3,1,2,3,Wooden,0,1,1,1,1,Covered,1,Municipal,1200.03,Kalyani Nagar,411006,Standalone,1.93,5.26,1.27,1.29,25520.1,5034932.27,11982.513315404934,Broker,21,1,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0766635399517592,0.0932940080720273,0.0952380952380952,0.0,0.5,0.0,1.0,0.4000000000000001,0.2,0.4,0.2222222222222222,0.0,1.0,1.0,1.0,1.0,1.0,0.0458979489744872,0.089285714286234,0.2402777777777777,0.4206151288445552,0.3862815884476534,0.268,0.2227792280313353,0.1818181818181818,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.631879235987985,210.095
2 BHK,759.04,882.61,6,16,13,1,Fully Furnished,1,3,1,1,3,Wooden,1,1,0,0,0,Open,0,Corporation + Borewell,2322.55,Pimple Saudagar,411027,Society,2.87,4.97,1.44,1.58,16078.41,5052162.6,6655.9899346543,Broker,14,3,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.2388299705195451,0.227398323502018,0.2857142857142857,0.631578947368421,0.65,1.0,1.0,0.4000000000000001,0.2,0.2,0.2222222222222222,1.0,1.0,0.0,0.0,0.0,0.0,0.1746917036499901,0.464285714286234,0.3708333333333333,0.3965087281795511,0.4476534296028881,0.3840000000000001,0.058269822110924,0.1181818181818181,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.375,0.5664580487147945,379.52
3 BHK,754.55,944.74,1,16,7,1,Semi-Furnished,1,4,2,2,5,Vitrified,1,1,0,0,0,Bike,0,Municipal,2437.57,Hadapsar,411028,Society,5.23,1.49,2.41,2.07,15727.53,5736764.4,7602.894970512227,Not Specified,25,3,1,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.236681151652054,0.251509624340267,0.0476190476190476,0.631578947368421,0.35,1.0,1.0,0.6000000000000001,0.4,0.4,0.4444444444444445,1.0,1.0,0.0,0.0,0.0,0.0,0.1878886691051948,0.482142857143117,0.6986111111111112,0.1072319201995012,0.7978339350180507,0.58,0.08751514941867,0.2181818181818181,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.5026500476827542,251.51666666666665
1 RK,447.02,519.8,12,18,9,1,Unfurnished,0,1,0,0,1,Granite,1,1,0,1,0,Covered,0,Corporation + Borewell,1772.37,Kothrud,411038,Standalone,1.86,8.77,1.67,1.44,22306.5,3705398.87,8289.112053151985,Broker,12,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0895038094873463,0.0865996584911518,0.5714285714285714,0.7368421052631579,0.45,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.1115661041529939,0.6607142857146755,0.2305555555555555,0.7123857024106399,0.5306859205776173,0.3279999999999999,0.1087085838675524,0.0999999999999999,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.5233403540026598,447.02
2 BHK,682.43,847.85,5,8,13,1,Semi-Furnished,1,2,2,1,3,Marble,1,1,0,1,0,Not Specified,1,Municipal,2475.53,Kothrud,411038,Society,1.36,7.56,1.4,1.17,23961.47,11310065.67,16573.22460911742,Broker,7,2,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.202166047704736,0.2139087239987582,0.238095238095238,0.2105263157894736,0.65,1.0,1.0,0.2,0.4,0.2,0.2222222222222222,1.0,1.0,0.0,1.0,0.0,1.0,0.1922440578087209,0.6607142857146755,0.1611111111111111,0.6118038237738985,0.4332129963898916,0.2199999999999999,0.3645713007930203,0.0545454545454545,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.6076880437264738,341.215
1 RK,413.11,462.27,4,13,1,1,Unfurnished,0,2,1,0,1,Vitrified,1,1,0,0,0,Covered,0,Corporation + Borewell,800.0,Hinjewadi,411057,Society,6.51,0.93,2.16,2.81,7500.0,3177048.59,7690.563264021688,Broker,17,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0732752019602588,0.0642735175411363,0.1904761904761904,0.4736842105263157,0.05,1.0,0.0,0.2,0.2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8763888888888889,0.0606816292601828,0.7075812274368232,0.8760000000000001,0.0902216602403893,0.1454545454545454,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3076923076923077,0.38119557541062044,413.11
2 BHK,628.71,772.39,11,13,1,1,Semi-Furnished,1,2,2,2,2,Vitrified,1,1,1,1,0,Covered,1,Tanker,3596.24,Kalyani Nagar,411006,Society,2.59,5.17,0.65,1.11,45713.2,21020553.43,33434.418778133,Builder,64,1,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.1764567939048202,0.1846243402669978,0.5238095238095237,0.4736842105263157,0.05,1.0,1.0,0.2,0.4,0.4,0.1111111111111111,1.0,1.0,1.0,1.0,0.0,1.0,0.3208301398405624,0.089285714286234,0.3319444444444444,0.4131338320864505,0.1624548736462094,0.196,0.8853431459150004,0.5727272727272728,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8461538461538461,0.6238332599534562,314.355
1 RK,457.6,542.78,2,11,4,1,Semi-Furnished,1,2,0,0,1,Granite,1,1,0,1,0,Stilt,1,Municipal,2510.07,Hinjewadi,411057,Society,6.5,0.84,2.37,2.69,14884.17,6735268.6,14718.68138111888,Owner,37,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0945671733221027,0.0955176963675877,0.0952380952380952,0.368421052631579,0.2,1.0,1.0,0.2,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.1962070484783676,1.0,0.875,0.0532003325020781,0.7833935018050542,0.8280000000000001,0.3072938350977284,0.3272727272727272,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.3969195231460154,457.6
2 BHK,687.53,804.88,9,16,14,1,Unfurnished,0,3,1,1,2,Vitrified,1,1,1,1,0,Open,0,Corporation + Borewell,2865.09,Hadapsar,411028,Society,4.59,2.59,2.44,2.33,8875.29,8064306.5,11729.388535772985,Broker,60,3,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2046067996477659,0.1972330021732381,0.4285714285714285,0.631578947368421,0.7000000000000001,1.0,0.0,0.4000000000000001,0.2,0.2,0.1111111111111111,1.0,1.0,1.0,1.0,0.0,0.0,0.2369407180654547,0.482142857143117,0.6097222222222222,0.198669991687448,0.8086642599277979,0.684,0.2149670079326741,0.5363636363636364,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5625,0.4737201775018619,343.765
3 BHK,1237.9,1491.36,13,15,6,1,Semi-Furnished,1,3,3,1,3,Wooden,1,1,0,0,0,Open,1,Municipal,4746.64,Viman Nagar,411014,Standalone,2.14,4.84,1.32,1.44,36345.29,21558655.62,17415.506599886903,Not Specified,39,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4680022206056893,0.4636409500155231,0.6190476190476191,0.5789473684210527,0.3,1.0,1.0,0.4000000000000001,0.6000000000000001,0.2,0.2222222222222222,1.0,1.0,0.0,0.0,0.0,1.0,0.4528227416460524,0.232142857143117,0.2694444444444445,0.3857024106400664,0.4043321299638989,0.3279999999999999,0.3905859875444291,0.3454545454545454,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8666666666666667,0.6178413963368992,412.6333333333334
3 BHK,1257.56,1390.14,3,16,8,1,Unfurnished,1,3,4,2,6,Ceramic,1,1,0,1,0,Covered,0,Not Specified,3071.73,Hadapsar,411028,Society,5.57,3.27,1.94,1.92,30497.94,6491023.92,5161.601768504088,Builder,35,3,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4774110800566637,0.4243596709096555,0.1428571428571428,0.631578947368421,0.4,1.0,1.0,0.4000000000000001,0.8,0.4,0.5555555555555556,1.0,1.0,0.0,1.0,0.0,0.0,0.2606498203230055,0.482142857143117,0.7458333333333333,0.255195344970906,0.628158844765343,0.52,0.0121145932296151,0.3090909090909091,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.45484579176320805,419.18666666666667
2 BHK,510.97,639.95,1,7,4,1,Semi-Furnished,1,2,2,2,3,Not Specified,1,1,1,0,1,Open,1,Municipal,3032.87,Koregaon Park,411001,Society,2.32,5.65,1.92,1.31,32201.24,8552091.98,16736.974734328825,Builder,33,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1201089245376928,0.1332272586153369,0.0476190476190476,0.1578947368421052,0.2,1.0,1.0,0.2,0.4,0.4,0.2222222222222222,1.0,1.0,1.0,0.0,1.0,1.0,0.2561911689789849,0.0,0.2944444444444444,0.4530340814630091,0.6209386281588447,0.276,0.369623886726206,0.2909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.6015453169377944,255.485
1 RK,508.33,568.11,6,15,3,1,Fully Furnished,1,1,0,1,1,Ceramic,0,1,0,1,0,Open,1,Tanker,1930.57,Kalyani Nagar,411006,Standalone,1.94,4.38,1.46,1.25,38579.77,13970127.9,27482.399032124802,Owner,8,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.1188454764730655,0.1053477180999689,0.2857142857142857,0.5789473684210527,0.15,1.0,1.0,0.0,0.0,0.2,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.1297173816265931,0.089285714286234,0.2416666666666666,0.3474646716541978,0.4548736462093863,0.252,0.7015091971333162,0.0636363636363636,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6596870267965935,508.33
2 BHK,429.61,494.8,10,10,1,1,Fully Furnished,1,3,2,2,3,Vitrified,1,1,1,0,1,Stilt,1,Corporation + Borewell,1743.8,Koregaon Park,411001,Society,2.48,5.29,1.32,1.42,39667.3,7833303.99,18233.523404948675,Broker,34,1,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0811717523641793,0.0768977025768395,0.4761904761904761,0.3157894736842105,0.05,1.0,1.0,0.4000000000000001,0.4,0.4,0.2222222222222222,1.0,1.0,1.0,0.0,1.0,1.0,0.1082880889986277,0.0,0.3166666666666666,0.4231088944305901,0.4043321299638989,0.3199999999999999,0.4158532412034538,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5923979108361774,214.805
2 BHK,554.88,639.74,4,13,7,1,Semi-Furnished,1,3,1,1,3,Marble,0,1,0,0,1,Stilt,0,Corporation + Borewell,1408.22,Aundh,411007,Standalone,3.91,4.0,0.9,1.48,18347.05,8952692.85,16134.466641435985,Owner,59,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1411233201883686,0.1331457621856566,0.1904761904761904,0.4736842105263157,0.35,1.0,1.0,0.4000000000000001,0.2,0.2,0.2222222222222222,0.0,1.0,0.0,0.0,1.0,0.0,0.0697848924462231,0.107142857143117,0.5152777777777778,0.3158769742310889,0.2527075812274368,0.344,0.3510146558657437,0.5272727272727273,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3076923076923077,0.5567326840016946,277.44
1 BHK,374.27,458.37,5,10,6,1,Semi-Furnished,1,1,1,0,1,Vitrified,0,0,0,1,0,Open,1,Tanker,1208.97,Kharadi,411014,Standalone,3.86,1.74,2.15,2.26,14753.7,4242449.5,11335.264648515778,Owner,24,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0546872008882422,0.0627600124185036,0.238095238095238,0.3157894736842105,0.3,1.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0469236912033998,0.232142857143117,0.5083333333333333,0.1280133000831255,0.703971119133574,0.6559999999999999,0.2027949673662064,0.209090909090909,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.537248768360788,374.27
1 BHK,291.6,362.68,6,15,8,1,Unfurnished,0,2,1,0,2,Ceramic,1,1,0,0,0,Covered,1,Tanker,1193.54,Viman Nagar,411014,Society,2.2,5.51,1.43,1.09,9293.06,3247508.21,11136.859430727023,Not Specified,11,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0151230904705387,0.0256248059608817,0.2857142857142857,0.5789473684210527,0.4,1.0,0.0,0.2,0.2,0.0,0.1111111111111111,1.0,1.0,0.0,0.0,0.0,1.0,0.0451533106002542,0.232142857143117,0.2777777777777778,0.4413965087281795,0.4440433212996389,0.188,0.1966629274421604,0.0909090909090909,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.6342707494588116,291.6
2 BHK,588.3,670.61,0,14,14,1,Unfurnished,0,2,2,1,4,Vitrified,1,1,1,0,0,Covered,1,Municipal,2218.15,Nigdi,411044,Standalone,3.85,11.27,2.07,1.95,10430.04,3881041.17,6597.044314125446,Owner,35,3,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1571174240974003,0.1451257373486495,0.0,0.5263157894736842,0.7000000000000001,1.0,0.0,0.2,0.4,0.2,0.3333333333333333,1.0,1.0,1.0,0.0,0.0,1.0,0.1627132373526212,0.7678571428577925,0.5069444444444444,0.9201995012468828,0.6750902527075812,0.532,0.0564503475872736,0.3090909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.311075077530515,294.15
3 BHK,1309.54,1477.98,3,19,17,1,Semi-Furnished,1,3,3,2,3,Vitrified,1,1,0,1,0,Covered,1,Municipal,4998.44,Shivajinagar,411005,Society,1.43,6.43,0.8,1.25,34734.92,16288237.56,12438.136719764192,Owner,11,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5022876067230752,0.4584484632101832,0.1428571428571428,0.7894736842105263,0.8500000000000001,1.0,1.0,0.4000000000000001,0.6000000000000001,0.4,0.2222222222222222,1.0,1.0,0.0,1.0,0.0,1.0,0.4817133337310856,0.071428571429351,0.1708333333333333,0.5178719866999167,0.2166064981949458,0.252,0.236856296413433,0.0909090909090909,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.15789473684210525,0.6267864647463994,436.5133333333333
3 BHK,1198.74,1500.32,6,15,8,1,Unfurnished,1,3,3,2,5,Vitrified,0,0,1,1,0,Stilt,0,Municipal,2597.67,Wakad,411057,Society,4.99,4.17,1.72,2.17,18147.07,7232384.34,6033.3219380349365,Owner,17,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.449261074313718,0.4671181310152127,0.2857142857142857,0.5789473684210527,0.4,1.0,1.0,0.4000000000000001,0.6000000000000001,0.4,0.4444444444444445,0.0,0.0,1.0,1.0,0.0,0.0,0.2062579454865047,1.0,0.6652777777777779,0.3300083125519534,0.5487364620938628,0.62,0.0390379362445749,0.1454545454545454,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.4297326715356151,399.58
3 BHK,1053.33,1222.36,17,17,11,1,Fully Furnished,1,3,2,2,5,Wooden,0,0,1,1,0,Covered,1,Municipal,4415.09,Viman Nagar,411014,Standalone,1.54,6.1,2.01,2.05,50841.01,9628574.83,9141.08098126893,Owner,19,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.379670929208622,0.3592479043775225,0.8095238095238095,0.6842105263157894,0.55,1.0,1.0,0.4000000000000001,0.4,0.4,0.4444444444444445,0.0,0.0,1.0,1.0,0.0,1.0,0.414781932250529,0.232142857143117,0.1861111111111111,0.4904405652535327,0.6534296028880866,0.572,0.1350225527125644,0.1636363636363636,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.545355700690942,351.10999999999996
3 BHK,1113.77,1364.38,3,14,18,1,Semi-Furnished,1,4,3,2,4,Wooden,0,0,0,0,0,Open,0,Municipal,2712.45,Magarpatta,411013,Standalone,5.32,2.27,2.02,2.38,29574.86,7067749.8,6345.789346094795,Owner,28,3,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.4085962326275891,0.414362775535548,0.1428571428571428,0.5263157894736842,0.9,1.0,1.0,0.6000000000000001,0.6000000000000001,0.4,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.2194273742375774,0.214285714286234,0.7111111111111111,0.1720698254364089,0.6570397111913358,0.704,0.0486884711225209,0.2454545454545454,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,0.44421713681730035,371.25666666666666
2 BHK,564.89,825.92,8,8,6,1,Fully Furnished,1,2,1,2,4,Granite,0,1,0,1,1,Open,1,Corporation + Borewell,2601.56,Baner,411045,Standalone,3.01,4.97,1.65,2.55,44867.17,10283005.0,18203.552904105225,Broker,21,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1459138941000803,0.2053981682707233,0.3809523809523809,0.2105263157894736,0.3,1.0,1.0,0.2,0.2,0.4,0.3333333333333333,0.0,1.0,0.0,1.0,1.0,1.0,0.2067042695659756,0.7857142857146755,0.3902777777777778,0.3965087281795511,0.5234657039711191,0.772,0.4149204941212225,0.1818181818181818,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4565192637760096,282.445
3 BHK,901.84,979.98,9,12,13,1,Semi-Furnished,1,4,2,3,5,Ceramic,0,0,0,1,0,Not Specified,1,Municipal,3745.85,Kalyani Nagar,411006,Standalone,1.34,4.0,1.04,1.46,47928.33,9060877.51,10047.100938082143,Builder,8,1,1,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.3071710249243846,0.2651855013970817,0.4285714285714285,0.4210526315789473,0.65,1.0,1.0,0.6000000000000001,0.4,0.6000000000000001,0.4444444444444445,0.0,0.0,0.0,1.0,0.0,1.0,0.3379958327787747,0.089285714286234,0.1583333333333333,0.3158769742310889,0.3032490974729242,0.3359999999999999,0.1630049651795013,0.0636363636363636,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.6746352019042126,300.61333333333334
4 BHK,1626.75,1770.76,6,12,5,1,Unfurnished,1,4,5,1,6,Wooden,0,0,0,0,1,Covered,0,Municipal,4464.65,Hadapsar,411028,Standalone,5.44,2.13,2.32,1.86,41587.6,11039902.37,6786.477559551252,Broker,52,3,0,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6540975917914162,0.5720700093138777,0.2857142857142857,0.4210526315789473,0.25,1.0,1.0,0.6000000000000001,1.0,0.2,0.5555555555555556,0.0,0.0,0.0,0.0,1.0,0.0,0.4204682616537626,0.482142857143117,0.7277777777777779,0.1604322527015793,0.7653429602888087,0.4960000000000001,0.0622994748201528,0.4636363636363636,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4981830405787887,406.6875
3 BHK,1022.35,804.04,13,15,1,1,Unfurnished,0,3,3,2,4,Ceramic,0,1,0,0,0,Covered,1,Corporation + Borewell,3610.06,Viman Nagar,411014,Standalone,2.49,4.46,2.47,1.28,31272.76,10709906.22,10475.772700151612,Owner,8,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3648445576017459,0.1969070164545172,0.6190476190476191,0.5789473684210527,0.05,1.0,0.0,0.4000000000000001,0.6000000000000001,0.4,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,1.0,0.32241579505349,0.232142857143117,0.3180555555555556,0.3541147132169575,0.8194945848375452,0.264,0.1762465763240376,0.0636363636363636,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8666666666666667,0.6295266931816401,340.78333333333336
1 BHK,414.09,457.57,2,13,10,1,Semi-Furnished,1,1,1,1,2,Granite,1,0,1,1,1,Not Specified,0,Corporation + Borewell,2299.61,Kalyani Nagar,411006,Society,2.54,3.24,1.03,1.71,22434.97,10115675.36,24428.68786978676,Owner,30,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0737442091963704,0.0624495498292455,0.0952380952380952,0.4736842105263157,0.5,1.0,1.0,0.0,0.2,0.2,0.1111111111111111,1.0,0.0,1.0,1.0,1.0,0.0,0.172059653680051,0.089285714286234,0.325,0.2527015793848711,0.2996389891696751,0.436,0.6071939508572007,0.2636363636363636,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.6145858371737358,414.09
3 BHK,991.44,1077.23,2,15,6,1,Semi-Furnished,1,4,3,2,5,Wooden,0,0,0,0,0,Covered,0,Borewell,2522.29,Wakad,411057,Society,3.88,3.24,1.48,2.16,36685.0,12150563.73,12255.470557976276,Owner,21,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3500516865117348,0.3029261099037567,0.0952380952380952,0.5789473684210527,0.3,1.0,1.0,0.6000000000000001,0.6000000000000001,0.4,0.4444444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.1976091256637493,1.0,0.5111111111111111,0.2527015793848711,0.4620938628158845,0.6160000000000001,0.2312131765659341,0.1818181818181818,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.13333333333333333,0.5061485537364523,330.48
1 BHK,452.86,522.3,4,11,2,1,Unfurnished,0,1,1,0,1,Wooden,1,1,0,0,0,Covered,1,Municipal,2242.94,Kothrud,411038,Society,1.16,7.3,0.97,1.5,12126.33,7851416.4,17337.403170957914,Broker,38,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0922987097515218,0.087569854082583,0.1904761904761904,0.368421052631579,0.1,1.0,0.0,0.0,0.2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.1655575494169103,0.6607142857146755,0.1333333333333333,0.5901911886949293,0.2779783393501805,0.3520000000000001,0.3881725816833181,0.3363636363636363,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,0.5885270420429864,452.86
1 BHK,365.74,398.79,8,14,6,1,Unfurnished,1,1,1,0,2,Vitrified,0,0,0,0,0,Covered,1,Borewell,800.0,Pune Camp,411001,Society,2.03,5.76,1.61,1.57,11022.09,4688147.7,12818.252583802701,Owner,78,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0506049236188215,0.0396383110835144,0.3809523809523809,0.5263157894736842,0.3,1.0,1.0,0.0,0.2,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2541666666666666,0.4621778886118037,0.5090252707581228,0.3800000000000001,0.2485903782505618,0.7000000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5714285714285714,0.5838325100998853,365.74
