bhk_type,carpet_area_sqft,super_built_up_area_sqft,floor_number,total_floors,building_age_years,lift_available,furnishing_status,modular_kitchen,bathrooms,balconies,ac_units,wardrobes,flooring_type,gated_community,security,clubhouse,gym,swimming_pool,parking_type,power_backup,water_supply,maintenance_charges,locality,pin_code,society_type,distance_to_metro_km,distance_to_it_park_km,distance_to_school_km,distance_to_hospital_km,rental_price,purchase_price,price_per_sqft,brokerage_type,days_since_listed,locality_tier,furnishing_status_encoded,bhk_number,bhk_type_encoded,locality_Aundh,locality_Baner,locality_Hadapsar,locality_Hinjewadi,locality_Kalyani Nagar,locality_Kharadi,locality_Koregaon Park,locality_Kothrud,locality_Magarpatta,locality_Nigdi,locality_Pimple Saudagar,locality_Pune Camp,locality_Shivajinagar,locality_Viman Nagar,locality_Wakad,norm_carpet_area_sqft,norm_super_built_up_area_sqft,norm_floor_number,norm_total_floors,norm_building_age_years,norm_lift_available,norm_modular_kitchen,norm_bathrooms,norm_balconies,norm_ac_units,norm_wardrobes,norm_gated_community,norm_security,norm_clubhouse,norm_gym,norm_swimming_pool,norm_power_backup,norm_maintenance_charges,norm_pin_code,norm_distance_to_metro_km,norm_distance_to_it_park_km,norm_distance_to_school_km,norm_distance_to_hospital_km,norm_price_per_sqft,norm_days_since_listed,norm_locality_tier,norm_locality_Aundh,norm_locality_Baner,norm_locality_Hadapsar,norm_locality_Hinjewadi,norm_locality_Kalyani Nagar,norm_locality_Kharadi,norm_locality_Koregaon Park,norm_locality_Kothrud,norm_locality_Magarpatta,norm_locality_Nigdi,norm_locality_Pimple Saudagar,norm_locality_Pune Camp,norm_locality_Shivajinagar,norm_locality_Viman Nagar,norm_locality_Wakad
4 BHK,1057.79,1351.46,10,11,8,1,Semi-Furnished,1,4,5,3,7,Ceramic,1,1,0,0,0,Covered,1,Borewell,3768.96,Aundh,411007,Standalone,3.19,3.63,1.94,1.48,30699.52,8713230.09,8237.23,Broker,36,2,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3818053907117424,0.4093488047190314,0.47619047619047616,0.368421052631579,0.4,1.0,1.0,0.6000000000000001,1.0,0.6000000000000001,0.6666666666666665,1.0,1.0,0.0,0.0,0.0,1.0,0.34064738791414056,0.107142857143117,0.4152777777777778,0.285120532003325,0.628158844765343,0.344,0.10710716213862229,0.3181818181818182,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3 BHK,854.47,1072.18,7,16,10,1,Unfurnished,1,3,2,2,5,Marble,0,0,1,0,0,Covered,0,Corporation + Borewell,3093.61,Pune Camp,411001,Standalone,1.59,7.53,1.2,1.61,16609.42,4365206.52,5108.69,Owner,32,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2845007465829473,0.3009663148090656,0.3333333333333333,0.631578947368421,0.5,1.0,1.0,0.4000000000000001,0.4,0.4,0.4444444444444445,0.0,0.0,1.0,0.0,0.0,0.0,0.2631602498496955,0.0,0.19305555555555556,0.6093100581878637,0.3610108303249097,0.39600000000000013,0.010480123839162275,0.2818181818181818,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3 BHK,897.44,1048.06,3,16,13,1,Unfurnished,0,3,3,2,4,Vitrified,1,1,0,0,0,Open,1,Municipal,1310.07,Magarpatta,411013,Society,4.92,0.79,1.82,1.74,22603.68,6767477.87,7540.84,Broker,26,3,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.3050652781500058,0.291605867742937,0.14285714285714285,0.631578947368421,0.65,1.0,0.0,0.4000000000000001,0.6000000000000001,0.4,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,1.0,0.05852352781895534,0.214285714286234,0.6555555555555556,0.04904405652535328,0.5848375451263538,0.44800000000000006,0.08559869390699959,0.22727272727272727,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2 BHK,792.2,876.39,0,10,8,1,Unfurnished,1,2,1,1,3,Vitrified,1,1,1,1,0,Bike,1,Municipal,3288.71,Kharadi,411014,Society,3.49,1.56,2.39,1.98,19720.74,7478227.08,9439.84,Owner,46,2,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2546996439373636,0.22498447687053713,0.0,0.3157894736842105,0.4,1.0,1.0,0.2,0.2,0.2,0.2222222222222222,1.0,1.0,1.0,1.0,0.0,1.0,0.2855452955835716,0.232142857143117,0.4569444444444445,0.11305070656691604,0.7906137184115524,0.544,0.1442505716936587,0.40909090909090906,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 BHK,572.61,664.98,6,14,4,1,Fully Furnished,1,1,2,1,2,Vitrified,1,1,1,1,1,Covered,1,Municipal,2026.28,Baner,411045,Society,2.95,4.35,2.03,1.94,41272.36,18713486.29,32680.83,Owner,63,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14960852253149048,0.1429408568767464,0.2857142857142857,0.5263157894736842,0.2,1.0,1.0,0.0,0.4,0.2,0.1111111111111111,1.0,1.0,1.0,1.0,1.0,1.0,0.1406987897618534,0.7857142857146755,0.3819444444444445,0.34497090606816283,0.6606498194945848,0.528,0.8620640025103868,0.5636363636363637,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 BHK,490.6,582.12,12,13,11,1,Semi-Furnished,1,3,2,1,4,Vitrified,1,1,0,0,0,Not Specified,0,Corporation + Borewell,800.0,Wakad,411057,Society,4.12,3.19,1.74,2.02,10843.5,3125831.43,6371.45,Owner,74,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.11036027412994374,0.11078469419434961,0.5714285714285714,0.4736842105263157,0.55,1.0,1.0,0.4000000000000001,0.4,0.2,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5444444444444445,0.2485453034081463,0.555956678700361,0.56,0.049481306142417525,0.6636363636363637,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1 BHK,349.44,436.79,0,13,8,1,Semi-Furnished,1,1,1,1,2,Vitrified,1,1,1,0,1,Open,1,Municipal,2528.26,Koregaon Park,411001,Society,2.87,5.0,1.48,1.22,23908.59,9706381.23,27777.26,Broker,6,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0428040889773728,0.0543852840732692,0.0,0.4736842105263157,0.4,1.0,1.0,0.0,0.2,0.2,0.1111111111111111,1.0,1.0,1.0,0.0,1.0,1.0,0.1982941011790299,0.0,0.37083333333333335,0.399002493765586,0.4620938628158845,0.24,0.7106139823111619,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 BHK,371.69,450.3,5,5,10,1,Fully Furnished,1,1,0,1,1,Wooden,1,1,1,1,1,Stilt,1,Borewell,1990.01,Kalyani Nagar,411006,Society,2.25,4.66,1.18,1.49,17191.64,4902852.24,13190.66,Builder,24,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.05345246755235651,0.05962822104936358,0.23809523809523808,0.05263157894736842,0.5,1.0,1.0,0.0,0.0,0.2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.13653730534992267,0.089285714286234,0.2847222222222222,0.370739817123857,0.35379061371841153,0.348,0.26009714159347797,0.20909090909090908,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 BHK,572.94,716.4,4,16,6,1,Semi-Furnished,0,2,2,1,3,Wooden,1,0,1,0,0,Bike,1,Municipal,2157.1,Pimple Saudagar,411027,Society,4.67,5.02,1.67,1.99,11367.94,4397432.08,7675.27,Owner,20,3,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.1497664535395689,0.16289583980130395,0.19047619047619047,0.631578947368421,0.30000000000000004,1.0,0.0,0.2,0.4,0.2,0.2222222222222222,1.0,0.0,1.0,0.0,0.0,1.0,0.15570858823907366,0.464285714286234,0.6208333333333333,0.4006650041562759,0.5306859205776173,0.548,0.08975065384952755,0.17272727272727273,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1 RK,463.59,522.41,7,14,17,1,Semi-Furnished,1,2,0,0,1,Marble,0,0,0,0,0,Covered,0,Municipal,1288.37,Magarpatta,411013,Standalone,5.48,1.75,2.29,2.31,17272.6,3459148.45,7461.62,Builder,27,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.097433860408132,0.08761254268860602,0.3333333333333333,0.5263157894736842,0.8500000000000001,1.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0560337508203643,0.214285714286234,0.7333333333333334,0.12884455527847047,0.7545126353790614,0.676,0.08315193152771619,0.23636363636363636,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2 BHK,431.06,472.5,14,15,2,1,Semi-Furnished,1,2,2,1,3,Marble,1,1,0,0,0,Bike,0,Municipal,800.0,Hadapsar,411028,Society,5.73,2.94,2.25,2.34,12099.44,3613205.49,8382.08,Owner,16,3,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.08186569164209963,0.06824355790127293,0.6666666666666666,0.5789473684210527,0.1,1.0,1.0,0.2,0.4,0.2,0.2222222222222222,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.482142857143117,0.7680555555555556,0.227763923524522,0.740072202166065,0.688,0.111580950710185,0.13636363636363635,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 BHK,607.45,701.16,7,16,7,1,Unfurnished,0,2,3,1,3,Vitrified,0,0,0,0,1,Open,1,Tanker,1361.84,Hinjewadi,411057,Standalone,5.37,0.79,2.6,2.71,10567.19,4316116.95,7105.28,Owner,61,3,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.16628220835407176,0.1569815274759392,0.3333333333333333,0.631578947368421,0.35000000000000003,1.0,0.0,0.2,0.6000000000000001,0.2,0.2222222222222222,0.0,0.0,0.0,0.0,1.0,1.0,0.06446342437273683,1.0,0.7180555555555556,0.04904405652535328,0.8664259927797835,0.8360000000000001,0.07214613367068717,0.5454545454545455,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3 BHK,991.82,1192.67,2,22,12,1,Unfurnished,0,4,1,1,3,Vitrified,0,0,0,0,0,Not Specified,1,Corporation + Borewell,4044.88,Wakad,411057,Standalone,4.66,3.88,2.31,2.5,20166.11,5861693.96,5910.03,Broker,25,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.35023354646043114,0.3477258615336853,0.09523809523809523,0.9473684210526316,0.6000000000000001,1.0,0.0,0.6000000000000001,0.2,0.2,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,1.0,0.37230541876442813,1.0,0.6194444444444445,0.30590191188694926,0.7617328519855596,0.752,0.0352300426098634,0.21818181818181817,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3 BHK,784.57,949.42,3,13,4,1,Semi-Furnished,1,4,3,1,6,Vitrified,1,1,0,1,1,Bike,0,Borewell,3012.51,Kharadi,411014,Society,4.48,2.9,1.97,2.05,26235.87,12561256.96,16010.46,Owner,35,2,1,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.25104808759906583,0.2533258304874263,0.14285714285714285,0.4736842105263157,0.2,1.0,1.0,0.6000000000000001,0.6000000000000001,0.2,0.5555555555555556,1.0,1.0,0.0,1.0,1.0,0.0,0.2538551385784636,0.232142857143117,0.5944444444444446,0.2244389027431421,0.6389891696750902,0.572,0.34718853968869723,0.3090909090909091,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 BHK,552.15,703.48,2,15,11,1,Fully Furnished,1,3,3,2,3,Vitrified,1,1,1,1,1,Bike,1,Borewell,1705.53,Kalyani Nagar,411006,Society,1.88,5.61,1.32,1.28,42768.15,16754352.57,30343.91,Owner,26,1,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.13981680003062902,0.1578818689847874,0.09523809523809523,0.5789473684210527,0.55,1.0,1.0,0.4000000000000001,0.6000000000000001,0.4,0.2222222222222222,1.0,1.0,1.0,1.0,1.0,1.0,0.10389713205226467,0.089285714286234,0.23333333333333334,0.44970906068162925,0.40433212996389895,0.264,0.7898866743180755,0.22727272727272727,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3 BHK,1029.08,1215.21,7,10,11,1,Semi-Furnished,1,3,3,2,3,Vitrified,0,1,0,0,0,Covered,1,Corporation + Borewell,2556.68,Kharadi,411014,Standalone,4.17,1.17,1.83,1.73,38002.7,10528189.29,10230.71,Broker,25,2,1,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.36806539300892066,0.3564731449860293,0.3333333333333333,0.3157894736842105,0.55,1.0,1.0,0.4000000000000001,0.6000000000000001,0.4,0.2222222222222222,0.0,1.0,0.0,0.0,0.0,1.0,0.2015549058933136,0.232142857143117,0.5513888888888889,0.08063175394846216,0.5884476534296029,0.44400000000000006,0.1686771175520763,0.21818181818181817,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 BHK,601.06,731.795,8,11,11,1,Semi-Furnished,1,2,2,1,4,Granite,0,1,0,1,1,Covered,1,Corporation + Borewell,2775.95,Aundh,411007,Standalone,2.73,2.76,1.26,1.76,16434.09,5895261.35,9808.19,Broker,26,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16322408974309888,0.1688703042533375,0.38095238095238093,0.368421052631579,0.55,1.0,1.0,0.2,0.4,0.2,0.3333333333333333,0.0,1.0,0.0,1.0,1.0,1.0,0.22671312720580472,0.107142857143117,0.3513888888888889,0.2128013300083125,0.38267148014440433,0.45600000000000007,0.155627306387032,0.22727272727272727,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 BHK,505.18,612.56,9,13,11,1,Semi-Furnished,1,3,1,1,3,Marble,1,1,0,0,1,Covered,1,Municipal,2070.49,Kothrud,411038,Society,2.25,8.45,1.23,1.23,21938.44,7610524.72,15064.83,Owner,13,2,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1173379532141353,0.12259779571561627,0.42857142857142855,0.4736842105263157,0.55,1.0,1.0,0.4000000000000001,0.2,0.2,0.2222222222222222,1.0,1.0,0.0,0.0,1.0,1.0,0.14577128013548057,0.6607142857146755,0.2847222222222222,0.6857855361596008,0.37184115523465705,0.244,0.3179821283188191,0.10909090909090909,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 BHK,593.44,747.69,5,17,4,1,Semi-Furnished,1,2,2,0,4,Vitrified,1,1,0,0,1,Covered,0,Municipal,2278.53,Aundh,411007,Society,4.01,2.69,1.32,1.47,20788.26,6506871.49,10964.64,Owner,28,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15957731919292473,0.17503880782365733,0.23809523809523808,0.6842105263157894,0.2,1.0,1.0,0.2,0.4,0.0,0.3333333333333333,1.0,1.0,0.0,0.0,1.0,0.0,0.16964101316713404,0.107142857143117,0.5291666666666667,0.20698254364089771,0.40433212996389895,0.33999999999999997,0.19134503364684344,0.24545454545454543,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 BHK,462.09,514.83,2,10,7,1,Semi-Furnished,1,2,2,1,2,Vitrified,1,1,1,1,1,Not Specified,1,Municipal,3640.39,Baner,411045,Society,3.05,3.33,1.56,2.46,29123.94,10411838.76,22531.82,Broker,15,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09671599218959377,0.08467090965538657,0.09523809523809523,0.3157894736842105,0.35000000000000003,1.0,1.0,0.2,0.4,0.2,0.1111111111111111,1.0,1.0,1.0,1.0,1.0,1.0,0.3258957460381567,0.7857142857146755,0.3958333333333333,0.26018287614297586,0.49097472924187724,0.736,0.5486050798270897,0.12727272727272726,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 BHK,464.41,584.14,8,14,19,1,Unfurnished,0,2,1,1,3,Vitrified,0,0,0,0,0,Stilt,1,Corporation + Borewell,1082.6,Wakad,411057,Standalone,4.29,2.04,2.19,2.2,9373.32,2800000.0,6029.17,Broker,9,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.09782629503426625,0.11156861223222603,0.38095238095238093,0.5263157894736842,0.9500000000000001,1.0,0.0,0.2,0.2,0.2,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,1.0,0.03242446911529158,1.0,0.5680555555555555,0.15295095594347463,0.7184115523465704,0.6320000000000001,0.038909760734930604,0.07272727272727272,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1 BHK,543.18,683.59,8,11,9,1,Semi-Furnished,1,1,0,0,2,Wooden,1,1,1,1,0,Covered,1,Borewell,1297.56,Kharadi,411014,Society,4.39,1.6,2.14,2.25,32766.77,6664761.35,12269.82,Broker,25,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.13552394808377038,0.15016299285936047,0.38095238095238093,0.368421052631579,0.45,1.0,1.0,0.0,0.0,0.0,0.1111111111111111,1.0,1.0,1.0,1.0,0.0,1.0,0.05708817711608097,0.232142857143117,0.5819444444444444,0.1163757273482959,0.700361010830325,0.652,0.2316563858583188,0.21818181818181817,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4 BHK,1294.7,1649.81,5,11,6,1,Fully Furnished,1,4,4,3,6,Granite,1,1,1,0,1,Not Specified,0,Borewell,3931.53,Kothrud,411038,Society,2.88,7.72,1.14,2.03,58328.76,13631360.41,10528.63,Broker,11,2,2,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.4951854971476703,0.5251319466004347,0.23809523809523808,0.368421052631579,0.30000000000000004,1.0,1.0,0.6000000000000001,0.8,0.6000000000000001,0.5555555555555556,1.0,1.0,1.0,0.0,1.0,0.0,0.35930006287547445,0.6607142857146755,0.37222222222222223,0.625103906899418,0.3393501805054151,0.564,0.17787857486129247,0.0909090909090909,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 BHK,422.15,468.85,8,15,14,1,Semi-Furnished,0,1,0,0,1,Ceramic,0,0,0,0,1,Covered,1,Corporation + Borewell,1400.33,Kothrud,411038,Standalone,1.45,7.88,1.3,1.64,19220.3,3355067.33,7947.64,Owner,15,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.07760155442398255,0.06682707233778332,0.38095238095238093,0.5789473684210527,0.7000000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.06887962329788747,0.6607142857146755,0.1736111111111111,0.6384039900249375,0.39711191335740076,0.40800000000000003,0.0981629824186441,0.12727272727272726,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3 BHK,1078.75,1212.08,0,12,10,1,Fully Furnished,1,3,3,2,3,Granite,0,1,0,1,0,Covered,1,Municipal,4156.6,Shivajinagar,411005,Standalone,0.4,7.61,1.14,1.49,32468.07,9933811.07,9208.6,Broker,45,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.3918364026187832,0.35525846010555734,0.0,0.42105263157894735,0.5,1.0,1.0,0.4000000000000001,0.6000000000000001,0.4,0.2222222222222222,0.0,1.0,0.0,1.0,0.0,1.0,0.38512375453781944,0.071428571429351,0.02777777777777778,0.6159600997506234,0.3393501805054151,0.348,0.13710857052494516,0.39999999999999997,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3 BHK,978.01,1218.1,7,13,13,1,Fully Furnished,1,4,2,1,5,Granite,1,1,1,1,0,Open,1,Borewell,4975.49,Kothrud,411038,Society,1.53,7.67,1.02,1.18,55011.14,8286310.74,8472.64,Owner,49,2,2,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.3436243730617558,0.3575946910897237,0.3333333333333333,0.4736842105263157,0.65,1.0,1.0,0.6000000000000001,0.4,0.2,0.4444444444444445,1.0,1.0,1.0,1.0,0.0,1.0,0.4790801363984744,0.6607142857146755,0.18472222222222223,0.6209476309226932,0.296028880866426,0.22399999999999998,0.11437795653027968,0.43636363636363634,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3 BHK,1121.21,1411.6,12,13,5,1,Semi-Furnished,1,4,2,2,6,Vitrified,1,1,0,0,1,Covered,1,Tanker,2891.75,Pimple Saudagar,411027,Society,3.24,5.26,2.02,1.86,40074.73,9829634.29,8766.95,Owner,16,3,1,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.4121568589915387,0.4326878298665012,0.5714285714285714,0.4736842105263157,0.25,1.0,1.0,0.6000000000000001,0.4,0.4,0.5555555555555556,1.0,1.0,0.0,0.0,1.0,1.0,0.23999958694943802,0.464285714286234,0.4222222222222223,0.4206151288445552,0.6570397111913358,0.4960000000000001,0.12346791658893777,0.13636363636363635,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1 BHK,392.18,491.47,12,15,7,1,Unfurnished,0,1,1,0,2,Ceramic,1,1,0,1,0,Covered,0,Municipal,992.04,Magarpatta,411013,Society,4.88,1.37,1.62,2.03,15123.79,5184000.82,13218.47,Builder,32,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.06325854741758873,0.07560540204905311,0.5714285714285714,0.5789473684210527,0.35000000000000003,1.0,0.0,0.0,0.2,0.0,0.1111111111111111,1.0,1.0,0.0,1.0,0.0,0.0,0.022033952756194602,0.214285714286234,0.65,0.09725685785536159,0.5126353790613719,0.564,0.26095607193642,0.2818181818181818,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2 BHK,785.21,850.37,6,14,5,1,Unfurnished,1,3,2,1,3,Granite,1,1,0,1,0,Open,0,Tanker,1714.24,Magarpatta,411013,Society,5.04,2.62,1.97,2.22,17121.38,5195385.16,6616.55,Broker,32,3,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2513543780389755,0.21488668115492088,0.2857142857142857,0.5263157894736842,0.25,1.0,1.0,0.4000000000000001,0.4,0.2,0.2222222222222222,1.0,1.0,0.0,1.0,0.0,0.0,0.10489648493971757,0.214285714286234,0.6722222222222223,0.20116375727348293,0.6389891696750902,0.6400000000000001,0.05705138262767828,0.2818181818181818,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2 BHK,735.31,887.4,2,9,6,1,Fully Furnished,1,2,1,2,3,Ceramic,1,0,1,1,1,Covered,1,Corporation + Borewell,4324.56,Koregaon Park,411001,Society,2.45,3.95,1.12,1.4,40811.74,18371402.45,24984.68,Not Specified,5,1,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.22747329530227034,0.2292572182552003,0.09523809523809523,0.2631578947368421,0.30000000000000004,1.0,1.0,0.2,0.2,0.4,0.2222222222222222,1.0,0.0,1.0,1.0,1.0,1.0,0.4043948579794485,0.0,0.3125,0.31172069825436405,0.332129963898917,0.31199999999999994,0.6243632920165498,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 BHK,445.27,527.21,4,12,9,1,Semi-Furnished,1,1,1,1,1,Vitrified,0,0,1,1,1,Covered,1,Municipal,1021.73,Kalyani Nagar,411006,Standalone,1.78,3.87,1.29,1.63,22581.23,7471265.4,16779.03,Owner,44,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.08866629656571844,0.08947531822415403,0.19047619047619047,0.42105263157894735,0.45,1.0,1.0,0.0,0.2,0.2,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.02544047252984291,0.089285714286234,0.21944444444444444,0.30507065669160427,0.39350180505415167,0.404,0.3709263352181825,0.3909090909090909,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 BHK,482.78,608.84,3,16,12,1,Unfurnished,0,1,1,0,1,Marble,1,1,0,0,0,Open,0,Corporation + Borewell,1454.42,Wakad,411057,Society,4.0,1.59,1.86,2.09,14996.08,3578782.58,7412.89,Owner,25,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.10661778781729774,0.12115414467556662,0.14285714285714285,0.631578947368421,0.6000000000000001,1.0,0.0,0.0,0.2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.07508570799161049,1.0,0.5277777777777778,0.11554447215295094,0.5992779783393503,0.588,0.08164687307350668,0.21818181818181817,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2 BHK,596.98,713.44,2,13,14,1,Semi-Furnished,1,2,1,0,3,Marble,1,0,0,0,0,Covered,1,Corporation + Borewell,1562.56,Hadapsar,411028,Society,5.55,2.41,2.03,2.2,11324.78,3269226.61,5476.32,Owner,41,3,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.16127148818867493,0.16174712822104942,0.09523809523809523,0.4736842105263157,0.7000000000000001,1.0,1.0,0.2,0.2,0.0,0.2222222222222222,1.0,0.0,0.0,0.0,0.0,1.0,0.08749328792836786,0.482142857143117,0.7430555555555556,0.18370739817123855,0.6606498194945848,0.6320000000000001,0.0218346208537539,0.3636363636363636,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
