listing_id,source,listing_url,bhk_type,carpet_area_sqft,super_built_up_area_sqft,floor_number,total_floors,building_age_years,lift_available,furnishing_status,modular_kitchen,bathrooms,balconies,ac_units,wardrobes,flooring_type,gated_community,security,clubhouse,gym,swimming_pool,parking_type,power_backup,water_supply,maintenance_charges,locality,pin_code,society_type,distance_to_metro_km,distance_to_it_park_km,distance_to_school_km,distance_to_hospital_km,rental_price,purchase_price,price_per_sqft,brokerage_type,days_since_listed
SYN-01222,synthetic,https://example.com/pune-listing/1222,5 BHK,1795.68,1957.3,10,12,7,1,Semi-Furnished,1,5,5,4,5,Marble,0,0,0,0,0,Covered,1,Borewell,7678.7,Aundh,411007,Standalone,3.16,3.95,1.92,1.57,90612.23,13889506.08,7734.97,Broker,12
SYN-01223,synthetic,https://example.com/pune-listing/1223,1 BHK,391.17,494.56,8,10,14,1,Semi-Furnished,1,1,2,1,1,Marble,0,0,0,1,0,Covered,1,Corporation + Borewell,2455.98,Koregaon Park,411001,Society,2.67,4.26,1.03,1.58,22142.92,8091411.07,20685.03,Owner,27
SYN-01224,synthetic,https://example.com/pune-listing/1224,1 BHK,470.59,577.34,7,21,7,1,Unfurnished,0,1,0,0,2,Vitrified,1,1,1,1,1,Bike,0,Municipal,2106.77,Viman Nagar,411014,Society,3.12,6.27,2.11,1.7,15708.26,6986760.59,14846.72,Owner,15
SYN-01225,synthetic,https://example.com/pune-listing/1225,2 BHK,634.03,748.21,12,12,4,1,Semi-Furnished,1,2,2,1,3,Vitrified,1,0,0,1,0,Covered,1,Borewell,2944.18,Kharadi,411014,Society,3.89,2.39,2.58,2.06,25061.87,11867512.48,18717.54,Broker,12
SYN-01226,synthetic,https://example.com/pune-listing/1226,2 BHK,588.67,728.9,3,8,11,1,Semi-Furnished,1,2,2,2,4,Marble,1,0,1,1,1,Bike,1,Tanker,1615.97,Koregaon Park,411001,Society,3.2,5.07,1.59,0.93,36104.38,14799205.82,25140.12,Broker,49
SYN-01227,synthetic,https://example.com/pune-listing/1227,1 BHK,378.44,444.14,7,9,6,1,Unfurnished,1,2,0,1,2,Vitrified,1,1,1,1,1,Open,1,Municipal,1644.04,Baner,411045,Standalone,3.9,2.79,1.43,1.87,24378.2,8101427.81,21407.33,Owner,22
SYN-01228,synthetic,https://example.com/pune-listing/1228,4 BHK,1505.44,1659.9,11,11,6,1,Fully Furnished,1,5,3,4,8,Marble,1,0,1,1,0,Covered,1,Municipal,7109.06,Koregaon Park,411001,Society,2.31,5.79,1.45,0.9,91134.11,45747142.45,30387.91,Owner,9
SYN-01229,synthetic,https://example.com/pune-listing/1229,2 BHK,690.09,864.19,7,16,15,1,Fully Furnished,1,2,1,1,3,Vitrified,1,0,0,0,0,Bike,0,,1925.2,Kharadi,411014,Society,5.08,1.53,2.24,1.67,30266.93,7394102.88,10714.68,Builder,40
SYN-01230,synthetic,https://example.com/pune-listing/1230,4 BHK,1527.72,1719.28,8,17,10,1,Fully Furnished,1,4,2,3,6,Vitrified,0,0,1,0,0,,1,Corporation + Borewell,3971.88,Hadapsar,411028,Standalone,5.71,2.87,2.25,2.16,57471.81,10700671.05,7004.34,Owner,39
SYN-01231,synthetic,https://example.com/pune-listing/1231,3 BHK,795.14,929.93,11,11,6,1,Semi-Furnished,1,3,2,3,3,Wooden,0,0,1,1,1,Covered,1,Municipal,3539.48,Baner,411045,Society,3.26,2.55,1.84,2.33,45309.36,10559833.86,13280.4,Builder,31
SYN-01232,synthetic,https://example.com/pune-listing/1232,1 BHK,412.89,505.11,0,6,10,1,Semi-Furnished,1,2,0,1,2,Granite,0,0,1,1,1,Open,1,Borewell,1170.1,Baner,411045,Society,2.57,2.82,1.77,2.24,18493.9,11434306.47,27693.02,Owner,8
SYN-01233,synthetic,https://example.com/pune-listing/1233,1 BHK,493.15,603.76,3,16,19,1,Semi-Furnished,1,1,0,0,1,Vitrified,1,1,1,1,0,Covered,0,Corporation + Borewell,800.0,Pimple Saudagar,411027,Society,3.62,4.94,1.49,1.38,12223.11,2802141.37,5682.14,Owner,46
SYN-01234,synthetic,https://example.com/pune-listing/1234,2 BHK,631.85,695.14,2,19,7,1,Semi-Furnished,1,2,1,1,4,Vitrified,0,0,0,1,1,,1,Borewell,2002.67,Kothrud,411038,Society,1.73,8.16,1.32,1.02,28550.27,10293112.76,16290.41,Builder,2
SYN-01235,synthetic,https://example.com/pune-listing/1235,3 BHK,678.19,839.21,9,13,11,1,Unfurnished,1,2,2,2,6,Vitrified,1,1,0,1,0,Covered,1,Corporation + Borewell,3108.86,Kharadi,411014,Society,3.73,0.57,2.0,1.78,21429.74,6084514.46,8971.63,Broker,70
SYN-01236,synthetic,https://example.com/pune-listing/1236,2 BHK,574.63,667.24,9,13,14,1,Unfurnished,0,3,1,1,3,Granite,1,1,0,0,0,Open,0,Borewell,1004.46,Pimple Saudagar,411027,Standalone,3.21,4.54,1.38,2.37,15610.98,3938312.96,6853.66,Broker,30
SYN-01237,synthetic,https://example.com/pune-listing/1237,3 BHK,1105.29,1202.35,4,13,10,1,Semi-Furnished,1,3,3,2,5,Marble,1,0,0,1,1,Covered,1,Tanker,5475.73,Koregaon Park,411001,Society,2.78,5.59,1.95,1.09,65063.63,21449910.17,19406.56,Owner,55
SYN-01238,synthetic,https://example.com/pune-listing/1238,3 BHK,1218.76,,7,12,14,1,Fully Furnished,1,4,3,1,3,Vitrified,1,1,0,0,0,None,0,Borewell,3389.04,Nigdi,411044,Society,3.14,11.75,1.07,2.62,39046.68,9372020.77,7689.79,Broker,27
SYN-01239,synthetic,https://example.com/pune-listing/1239,2 BHK,624.15,,7,20,6,1,Semi-Furnished,1,3,2,1,4,Marble,1,1,1,1,0,Bike,0,Tanker,1472.84,Pune Camp,411001,Society,2.23,7.57,1.62,1.84,20442.19,6091554.98,9759.74,Broker,48
SYN-01240,synthetic,https://example.com/pune-listing/1240,1 BHK,310.3,351.55,11,18,12,1,Semi-Furnished,0,2,1,0,1,Wooden,0,1,1,1,0,Open,1,Municipal,1840.57,Hinjewadi,411057,Society,5.59,1.67,2.73,2.55,7905.94,2800000.0,9023.5,Broker,39
SYN-01241,synthetic,https://example.com/pune-listing/1241,5 BHK,1785.86,1987.84,14,18,8,1,Unfurnished,1,4,5,3,5,Ceramic,1,1,0,1,0,Bike,0,Borewell,3414.89,Magarpatta,411013,Society,5.17,1.65,1.82,2.62,42588.03,10855312.9,6078.47,Owner,20
SYN-01242,synthetic,https://example.com/pune-listing/1242,1 BHK,431.28,474.27,12,12,13,1,Fully Furnished,1,1,0,0,1,Vitrified,1,1,1,0,0,Bike,1,Tanker,841.71,Pimple Saudagar,411027,Society,5.17,4.94,1.43,2.02,12392.09,3257456.24,7553.04,Owner,19
SYN-01243,synthetic,https://example.com/pune-listing/1243,4 BHK,1240.68,1486.96,8,9,11,1,Semi-Furnished,1,4,5,3,4,Marble,1,1,0,1,1,Covered,1,Corporation + Borewell,4327.94,Shivajinagar,411005,Society,1.56,6.22,0.64,1.77,54047.24,11094444.97,8942.22,Broker,11
SYN-01244,synthetic,https://example.com/pune-listing/1244,5 BHK,1935.7,2312.61,3,10,7,1,Semi-Furnished,1,6,3,2,6,Ceramic,1,0,1,1,0,Covered,1,Municipal,,Viman Nagar,411014,Society,2.17,5.76,1.12,1.4,89764.87,22002207.29,11366.54,Owner,33
SYN-01245,synthetic,https://example.com/pune-listing/1245,3 BHK,1129.98,1380.71,17,18,8,1,Semi-Furnished,1,3,2,2,5,Ceramic,1,1,0,0,0,Open,1,Municipal,2634.5,Wakad,411057,Society,4.43,3.71,2.21,2.47,37320.74,7780672.62,6885.65,Owner,29
SYN-01246,synthetic,https://example.com/pune-listing/1246,3 BHK,700.69,850.89,7,12,16,1,Semi-Furnished,1,4,3,2,6,Vitrified,0,1,0,0,0,Covered,1,Corporation + Borewell,2275.15,Hinjewadi,411057,Standalone,6.2,0.2,2.11,2.77,18384.95,5667590.71,8088.59,Owner,10
SYN-01247,synthetic,https://example.com/pune-listing/1247,2 BHK,629.7,753.32,3,15,19,1,Semi-Furnished,1,2,1,1,3,Vitrified,1,1,0,0,0,None,1,Corporation + Borewell,2214.31,Pune Camp,411001,Standalone,1.96,5.71,1.27,1.75,15466.87,4348038.63,6904.97,Broker,48
SYN-01248,synthetic,https://example.com/pune-listing/1248,4 BHK,1445.69,1670.19,0,15,5,1,Unfurnished,0,5,4,3,5,Granite,1,0,1,0,0,Covered,1,Municipal,5498.64,Kharadi,411014,Society,5.37,2.44,2.1,2.39,41980.2,20346045.82,14073.62,Broker,46
SYN-01249,synthetic,https://example.com/pune-listing/1249,2 BHK,583.83,643.47,4,11,3,1,Unfurnished,1,2,2,1,3,Marble,1,1,0,0,0,Covered,1,Municipal,2691.24,Kharadi,411014,Society,4.59,0.9,2.18,2.09,25075.24,5881887.36,10074.6,Owner,1
SYN-01250,synthetic,https://example.com/pune-listing/1250,3 BHK,1041.43,1251.55,6,11,9,1,Fully Furnished,1,4,3,2,6,Vitrified,1,1,1,0,0,Covered,0,Municipal,3219.73,Shivajinagar,411005,Society,1.72,7.2,1.42,1.68,52381.59,9883845.83,9490.66,Owner,13
SYN-01251,synthetic,https://example.com/pune-listing/1251,1 BHK,446.67,536.01,4,12,6,1,Unfurnished,1,2,2,0,1,Marble,0,1,1,1,0,Covered,1,Municipal,2251.44,Viman Nagar,411014,Standalone,3.03,4.95,1.42,1.52,18173.93,4220646.17,9449.14,,31
SYN-01252,synthetic,https://example.com/pune-listing/1252,4 BHK,1251.05,1553.55,0,14,2,1,Semi-Furnished,1,4,4,3,5,Vitrified,1,1,1,1,0,Open,0,Municipal,4029.26,Kothrud,411038,Society,0.92,8.39,0.89,1.38,65641.68,17161037.49,13717.31,Owner,25
SYN-01253,synthetic,https://example.com/pune-listing/1253,4 BHK,1417.8,1630.53,14,17,17,1,Semi-Furnished,1,4,3,2,6,Wooden,1,1,0,1,0,Covered,0,Borewell,3288.94,Wakad,411057,Society,4.43,2.59,2.27,2.58,47232.5,16922538.39,11935.74,Broker,53
SYN-01254,synthetic,https://example.com/pune-listing/1254,2 BHK,542.79,618.22,1,11,3,1,Semi-Furnished,0,2,2,0,3,Vitrified,0,0,0,0,0,Covered,1,Corporation + Borewell,1421.76,Hadapsar,411028,Standalone,5.67,1.2,2.59,1.8,7534.15,3972318.11,7318.39,Owner,60
SYN-01255,synthetic,https://example.com/pune-listing/1255,3 BHK,779.31,972.21,10,12,4,1,Fully Furnished,1,3,2,3,6,Ceramic,1,1,0,1,1,Stilt,0,Municipal,3674.68,Kalyani Nagar,411006,Society,2.18,5.35,1.11,1.67,57220.12,12305992.54,15790.83,Owner,30
SYN-01256,synthetic,https://example.com/pune-listing/1256,2 BHK,604.97,702.77,3,14,7,1,Semi-Furnished,1,3,1,1,4,Granite,1,1,1,1,0,Open,0,,1409.33,Pune Camp,411001,Society,2.17,7.16,1.27,1.14,17636.26,4780825.78,7902.53,Broker,23
SYN-01257,synthetic,https://example.com/pune-listing/1257,1 BHK,357.98,397.62,5,11,3,1,Unfurnished,0,1,0,0,1,Marble,1,1,0,0,0,Covered,1,Borewell,800.0,Pimple Saudagar,411027,Society,4.3,5.35,1.67,1.85,7640.18,4219753.17,11787.8,Broker,57
SYN-01258,synthetic,https://example.com/pune-listing/1258,3 BHK,1062.22,1181.6,5,17,11,1,Semi-Furnished,1,3,3,2,6,Granite,1,1,1,0,0,Covered,1,Corporation + Borewell,3263.36,Nigdi,411044,Society,2.88,10.96,1.56,2.48,19128.79,7995989.62,7527.64,Builder,78
SYN-01259,synthetic,https://example.com/pune-listing/1259,3 BHK,1012.26,1123.07,16,18,4,1,Semi-Furnished,1,4,3,2,4,Marble,1,1,0,0,0,Stilt,1,Municipal,2200.67,Hadapsar,411028,Society,5.73,1.18,2.38,2.01,30359.98,7556574.41,7465.05,Broker,12
SYN-01260,synthetic,https://example.com/pune-listing/1260,4 BHK,1435.16,1788.82,1,13,11,1,Fully Furnished,1,5,4,3,7,Wooden,1,1,0,0,0,Open,0,Municipal,4977.24,Aundh,411007,Society,3.27,4.32,1.44,1.16,52498.59,14280291.1,9950.3,Owner,47
SYN-01261,synthetic,https://example.com/pune-listing/1261,2 BHK,612.88,777.19,4,11,7,1,Semi-Furnished,1,2,2,1,2,Granite,1,1,0,1,0,None,1,Tanker,2049.04,Kothrud,411038,Society,2.43,7.24,0.96,1.47,29380.38,5884929.75,9602.07,Owner,25
SYN-01262,synthetic,https://example.com/pune-listing/1262,3 BHK,1048.84,1274.11,3,10,8,1,Semi-Furnished,1,3,4,3,4,Marble,1,1,1,0,1,Bike,1,Corporation + Borewell,5130.07,Kalyani Nagar,411006,Society,1.9,4.17,1.66,1.5,64341.47,23215326.3,22134.39,Broker,15
SYN-01263,synthetic,https://example.com/pune-listing/1263,2 BHK,644.39,799.36,12,14,8,1,Unfurnished,0,3,2,0,2,Wooden,1,1,0,1,0,Covered,1,Municipal,3109.1,Kothrud,411038,Standalone,1.18,8.62,0.84,1.33,25319.95,6224934.65,9660.19,Broker,37
SYN-01264,synthetic,https://example.com/pune-listing/1264,1 BHK,395.65,460.36,1,10,7,1,Unfurnished,0,2,1,0,1,Ceramic,0,0,1,0,0,Covered,0,Corporation + Borewell,800.0,Magarpatta,411013,Society,4.92,2.78,1.45,2.11,10064.77,2831762.44,7157.29,Builder,8
SYN-01265,synthetic,https://example.com/pune-listing/1265,1 BHK,393.29,458.33,8,12,17,1,Unfurnished,0,1,0,0,2,Vitrified,1,1,0,1,0,Covered,0,Corporation + Borewell,1563.14,Kothrud,411038,Standalone,2.23,7.81,0.97,1.75,13230.06,4710934.12,11978.21,Broker,43
SYN-01266,synthetic,https://example.com/pune-listing/1266,3 BHK,1081.81,1325.65,10,10,7,1,Semi-Furnished,1,3,3,2,3,Vitrified,0,0,0,0,1,Covered,1,Borewell,6170.3,Kalyani Nagar,411006,Standalone,2.67,3.89,1.25,1.1,60694.15,16445030.86,15201.43,Broker,70
SYN-01267,synthetic,https://example.com/pune-listing/1267,2 BHK,622.44,783.34,2,4,6,1,Semi-Furnished,1,2,3,1,2,,0,0,0,0,0,Covered,1,Municipal,2576.29,Kothrud,411038,Standalone,1.95,6.38,1.3,1.48,26572.81,6191995.58,9947.96,Broker,33
SYN-01268,synthetic,https://example.com/pune-listing/1268,2 BHK,776.6,927.23,1,17,13,1,Fully Furnished,1,2,2,1,2,Vitrified,1,0,1,0,0,Covered,0,Municipal,1494.77,Wakad,411057,Society,4.79,1.62,1.69,1.94,22250.3,6235095.83,8028.68,Owner,7
SYN-01269,synthetic,https://example.com/pune-listing/1269,1 BHK,452.97,535.58,1,13,15,1,Semi-Furnished,1,2,2,0,2,Marble,1,1,0,0,0,Open,1,Municipal,1795.28,Hadapsar,411028,Society,5.24,2.35,2.28,2.07,7813.15,4522289.53,9983.57,Owner,69
SYN-01270,synthetic,https://example.com/pune-listing/1270,1 BHK,489.75,610.78,4,8,12,1,Unfurnished,1,1,1,0,1,Vitrified,1,1,1,0,1,Covered,1,Municipal,2005.13,Shivajinagar,411005,Society,0.81,7.38,1.15,1.02,23611.63,4338412.32,8858.45,Broker,16
SYN-01271,synthetic,https://example.com/pune-listing/1271,3 BHK,1239.23,1480.38,9,9,9,1,Semi-Furnished,1,3,3,2,5,Marble,0,1,1,1,0,Covered,1,Borewell,7545.34,Kalyani Nagar,411006,Standalone,2.0,5.6,1.43,1.51,81799.37,33074036.6,26689.11,Builder,18
SYN-01272,synthetic,https://example.com/pune-listing/1272,4 BHK,1187.1,1367.53,15,16,13,1,Semi-Furnished,1,4,3,3,6,Ceramic,1,1,1,1,0,Covered,1,Municipal,4608.31,Kharadi,411014,Society,4.4,1.78,1.95,2.41,66505.39,18302699.55,15417.93,Owner,30
SYN-01273,synthetic,https://example.com/pune-listing/1273,2 BHK,707.36,,4,16,8,1,Unfurnished,1,3,1,1,4,Ceramic,0,0,1,1,0,Open,0,Municipal,2647.17,Pimple Saudagar,411027,Standalone,4.08,4.23,1.34,1.63,15042.4,5700120.5,8058.3,Builder,24
SYN-01274,synthetic,https://example.com/pune-listing/1274,2 BHK,451.1,513.56,4,12,11,1,Semi-Furnished,1,3,1,2,2,Vitrified,1,1,1,1,1,Covered,1,Municipal,1421.93,Kalyani Nagar,411006,Society,1.58,5.31,0.63,1.4,22872.98,4963519.53,11003.23,Broker,19
SYN-01275,synthetic,https://example.com/pune-listing/1275,1 BHK,400.11,478.57,3,17,7,1,Semi-Furnished,1,1,1,0,2,Vitrified,1,1,0,1,1,Stilt,1,Borewell,1166.5,Aundh,411007,Society,3.82,3.63,1.33,1.42,19502.25,3268718.02,8169.53,Broker,28
SYN-01276,synthetic,https://example.com/pune-listing/1276,1 BHK,515.22,565.15,3,6,4,1,Unfurnished,1,1,0,0,2,Granite,1,1,0,1,0,None,1,Borewell,1379.08,Shivajinagar,411005,Society,0.86,7.67,1.14,1.53,17845.4,5207743.54,10107.83,Broker,25
SYN-01277,synthetic,https://example.com/pune-listing/1277,3 BHK,816.26,966.37,2,16,11,1,Semi-Furnished,1,4,4,2,3,Granite,1,1,1,1,1,Covered,1,Municipal,2535.54,Kothrud,411038,Society,1.36,7.53,1.5,1.53,41153.63,8010259.2,9813.38,Owner,11
SYN-01278,synthetic,https://example.com/pune-listing/1278,3 BHK,964.6,1227.27,1,14,7,1,Semi-Furnished,1,3,2,2,3,Marble,1,1,0,1,0,Covered,1,Municipal,5540.47,Baner,411045,Society,2.54,2.25,1.37,2.06,59703.88,13655890.65,14157.05,Owner,30
SYN-01279,synthetic,https://example.com/pune-listing/1279,1 RK,435.7,486.16,10,15,5,1,Unfurnished,0,1,1,0,1,Granite,0,0,0,0,0,Covered,1,Borewell,830.63,Magarpatta,411013,Standalone,4.13,1.65,2.09,1.99,17527.28,3270130.99,7505.38,Broker,54
SYN-01280,synthetic,https://example.com/pune-listing/1280,3 BHK,996.13,1112.29,1,10,0,1,Unfurnished,0,2,3,2,4,Ceramic,0,0,0,0,0,Covered,1,Municipal,2169.51,Hadapsar,411028,Standalone,4.95,3.26,2.18,1.53,28053.3,6436996.84,6461.98,Owner,28
SYN-01281,synthetic,https://example.com/pune-listing/1281,4 BHK,1461.3,1666.54,0,11,13,1,Unfurnished,1,5,3,4,6,,0,0,0,0,0,Covered,0,Corporation + Borewell,4290.44,Wakad,411057,Standalone,5.57,2.2,1.94,2.2,22881.51,8503861.53,5819.36,Owner,11
SYN-01282,synthetic,https://example.com/pune-listing/1282,4 BHK,1450.66,1757.47,1,19,5,1,Semi-Furnished,1,4,4,2,6,Granite,0,1,0,0,1,Bike,0,Municipal,4442.59,Hadapsar,411028,Standalone,5.4,1.83,2.09,2.53,35694.29,11659228.65,8037.16,Owner,18
SYN-01283,synthetic,https://example.com/pune-listing/1283,2 BHK,700.26,828.57,3,14,2,1,Fully Furnished,1,2,2,1,3,Vitrified,0,1,0,1,0,Open,0,Municipal,3578.95,Koregaon Park,411001,Society,2.51,5.93,1.57,1.25,41897.49,22645785.58,32339.1,Builder,29
SYN-01284,synthetic,https://example.com/pune-listing/1284,4 BHK,1819.75,2028.18,7,7,9,1,Fully Furnished,1,4,3,3,8,Granite,0,0,1,1,1,None,1,Corporation + Borewell,7998.32,Kalyani Nagar,411006,Society,2.1,4.44,1.2,1.38,131651.97,25161303.67,13826.77,Owner,89
SYN-01285,synthetic,https://example.com/pune-listing/1285,1 BHK,444.64,526.69,1,20,12,1,Fully Furnished,1,1,2,0,2,Ceramic,1,0,0,0,0,Open,1,Corporation + Borewell,1382.35,Hadapsar,411028,Society,5.85,3.28,2.48,1.58,14111.26,3615137.93,8130.5,Owner,27
SYN-01286,synthetic,https://example.com/pune-listing/1286,3 BHK,989.76,1202.49,9,15,15,1,Semi-Furnished,1,4,2,1,6,Marble,1,0,0,0,1,None,1,Municipal,1992.08,Nigdi,411044,Society,3.9,11.31,1.96,2.48,13414.35,6761751.71,6831.71,Broker,16
SYN-01287,synthetic,https://example.com/pune-listing/1287,3 BHK,1006.98,1277.75,9,12,7,1,Unfurnished,0,4,4,1,5,Granite,1,1,0,0,0,Bike,0,Borewell,2194.38,Wakad,411057,Society,5.28,2.05,2.07,2.46,29589.46,6644601.97,6598.51,Owner,34
SYN-01288,synthetic,https://example.com/pune-listing/1288,4 BHK,1876.11,2187.63,15,18,3,1,Unfurnished,0,5,4,3,5,Vitrified,0,0,0,1,0,Covered,0,Corporation + Borewell,4991.37,Pimple Saudagar,411027,Society,4.61,5.43,1.88,1.82,57001.68,11708900.21,6241.05,Owner,9
SYN-01289,synthetic,https://example.com/pune-listing/1289,2 BHK,679.52,793.54,7,8,11,1,Unfurnished,0,3,0,0,4,Granite,0,0,1,0,1,Open,0,Municipal,1714.83,Kharadi,411014,Standalone,3.76,1.28,1.64,1.78,19098.28,4929588.74,7254.57,Broker,46
SYN-01290,synthetic,https://example.com/pune-listing/1290,3 BHK,1023.79,1276.37,2,14,7,1,Semi-Furnished,1,3,3,2,6,Wooden,1,1,1,0,0,Stilt,1,Tanker,2000.62,Pune Camp,411001,Standalone,1.3,6.83,1.52,1.61,32411.44,12023924.4,11744.57,Owner,7
SYN-01291,synthetic,https://example.com/pune-listing/1291,1 BHK,325.8,367.59,9,10,10,1,Unfurnished,0,1,0,0,2,Vitrified,1,1,0,0,0,Open,0,Corporation + Borewell,1254.15,Shivajinagar,411005,Society,1.13,8.54,0.9,1.48,10897.82,2800000.0,8594.34,Broker,21
SYN-01292,synthetic,https://example.com/pune-listing/1292,1 BHK,464.53,507.09,11,18,13,1,Unfurnished,0,1,1,0,2,Ceramic,1,1,1,1,0,Covered,0,Borewell,923.96,Hinjewadi,411057,Society,5.85,1.26,2.83,2.67,13535.82,3337171.09,7183.97,Builder,12
SYN-01293,synthetic,https://example.com/pune-listing/1293,3 BHK,1413.29,1645.42,3,20,10,1,Semi-Furnished,0,3,3,2,3,Vitrified,1,1,1,0,0,Covered,0,Municipal,4841.86,Kharadi,411014,Society,3.73,2.05,2.37,2.11,43767.03,11508235.22,8142.89,Broker,16
SYN-01294,synthetic,https://example.com/pune-listing/1294,4 BHK,1643.45,1986.55,10,12,12,1,Semi-Furnished,1,4,4,2,6,Granite,1,0,0,1,0,Bike,0,Municipal,4613.3,Viman Nagar,411014,Society,2.48,5.53,1.41,1.55,56960.16,14764986.5,8984.15,,8
SYN-01295,synthetic,https://example.com/pune-listing/1295,1 BHK,434.51,505.42,7,15,9,1,Fully Furnished,1,1,2,0,1,Marble,0,1,0,0,0,,0,Borewell,1760.65,Hadapsar,411028,Standalone,6.21,2.49,1.85,2.02,13824.68,3785718.21,8712.53,Broker,23
SYN-01296,synthetic,https://example.com/pune-listing/1296,2 BHK,432.9,508.21,6,16,11,1,Unfurnished,1,3,3,1,3,Marble,1,0,0,1,0,Open,0,Municipal,800.0,Kharadi,411014,Society,4.45,2.02,2.15,2.29,19043.13,3883988.23,8972.02,Owner,28
SYN-01297,synthetic,https://example.com/pune-listing/1297,3 BHK,835.23,1013.7,2,11,7,1,Semi-Furnished,1,3,3,3,3,Vitrified,1,1,1,0,1,Covered,1,Corporation + Borewell,4564.67,Baner,411045,Society,3.14,2.75,2.46,2.0,44903.16,19425527.38,23257.77,Broker,30
SYN-01298,synthetic,https://example.com/pune-listing/1298,3 BHK,1001.81,1122.05,8,10,8,1,Semi-Furnished,0,3,3,2,5,Marble,1,1,0,1,1,None,0,Borewell,2277.3,Kharadi,411014,Society,4.15,2.36,2.26,2.49,34992.77,18093646.68,18060.94,Owner,20
SYN-01299,synthetic,https://example.com/pune-listing/1299,4 BHK,1483.7,1639.62,12,12,8,1,Semi-Furnished,1,4,3,3,5,Wooden,0,1,0,1,0,Covered,0,Municipal,3851.89,Pimple Saudagar,411027,Standalone,4.01,4.66,1.57,2.42,36281.68,11677635.47,7870.61,Broker,61
SYN-01300,synthetic,https://example.com/pune-listing/1300,2 BHK,669.13,770.65,13,13,0,1,Unfurnished,0,2,3,1,4,Vitrified,1,1,0,1,1,Covered,1,,2349.52,Viman Nagar,411014,Society,2.64,5.52,1.82,1.56,24720.73,7286887.32,10890.06,Owner,20
SYN-01301,synthetic,https://example.com/pune-listing/1301,2 BHK,453.92,525.61,6,7,6,1,Fully Furnished,1,3,2,2,4,Granite,1,1,1,1,1,Open,1,Municipal,2576.62,Kalyani Nagar,411006,Society,2.34,4.41,1.53,1.04,34994.37,14998678.86,33042.58,Owner,20
SYN-01302,synthetic,https://example.com/pune-listing/1302,1 BHK,384.97,427.11,4,4,10,1,Fully Furnished,1,2,2,1,1,Vitrified,0,1,1,1,1,Covered,1,Municipal,2116.8,Baner,411045,Society,2.3,3.49,2.1,2.25,24748.56,12307398.45,31970.13,Owner,14
SYN-01303,synthetic,https://example.com/pune-listing/1303,3 BHK,1015.58,1212.09,18,18,11,1,Unfurnished,0,3,3,1,5,Marble,0,1,0,0,0,Covered,1,Corporation + Borewell,2436.94,Magarpatta,411013,Society,5.03,1.81,1.94,2.14,22954.9,8034443.44,7911.21,Broker,34
SYN-01304,synthetic,https://example.com/pune-listing/1304,1 BHK,392.73,425.05,8,11,3,1,Fully Furnished,1,2,1,1,1,Marble,1,1,0,1,1,Covered,1,Corporation + Borewell,1902.59,Baner,411045,Society,2.99,3.73,1.61,2.5,27816.23,11082599.24,28219.19,Owner,30
SYN-01305,synthetic,https://example.com/pune-listing/1305,1 BHK,498.41,594.72,1,10,3,1,Semi-Furnished,1,2,0,0,2,Granite,0,0,0,1,1,Open,0,Corporation + Borewell,2403.04,Kothrud,411038,Standalone,1.65,6.58,1.12,1.32,15571.91,4613151.03,9255.69,Owner,22
SYN-01306,synthetic,https://example.com/pune-listing/1306,1 BHK,348.36,386.17,8,13,12,1,Fully Furnished,1,1,1,0,2,Vitrified,1,1,0,1,0,Covered,0,Tanker,1025.1,Hinjewadi,411057,Society,6.53,0.62,2.61,2.66,8848.59,2800000.0,8037.65,Builder,29
SYN-01307,synthetic,https://example.com/pune-listing/1307,1 BHK,476.65,607.44,9,11,12,1,Fully Furnished,1,1,2,1,1,Marble,0,0,1,1,1,Open,1,Corporation + Borewell,2295.76,Kalyani Nagar,411006,Society,2.37,4.95,1.77,1.18,28599.52,15136528.67,31756.37,Builder,22
SYN-01308,synthetic,https://example.com/pune-listing/1308,3 BHK,1146.08,1389.31,10,13,18,1,Fully Furnished,1,3,2,2,4,Vitrified,1,1,0,0,0,Covered,0,Tanker,3696.5,Pimple Saudagar,411027,Society,3.92,5.01,1.51,1.98,40577.37,9251306.46,8072.15,Builder,55
SYN-01309,synthetic,https://example.com/pune-listing/1309,1 RK,531.21,623.68,3,15,10,1,Fully Furnished,1,2,1,0,1,Wooden,1,1,1,1,0,Covered,0,Corporation + Borewell,1335.17,Shivajinagar,411005,Society,1.67,4.49,1.08,1.59,19988.98,6156515.61,11589.69,Owner,23
SYN-01310,synthetic,https://example.com/pune-listing/1310,2 BHK,519.45,620.58,15,16,6,1,Fully Furnished,1,3,2,1,3,Vitrified,0,1,0,1,0,Covered,1,Tanker,800.0,Hinjewadi,411057,Society,6.42,0.57,2.23,3.09,13978.93,3751751.02,7222.5,Owner,36
SYN-01311,synthetic,https://example.com/pune-listing/1311,2 BHK,567.09,708.35,2,9,13,1,Fully Furnished,1,3,2,1,3,Wooden,0,0,1,1,0,Covered,1,Borewell,1294.38,Shivajinagar,411005,Standalone,1.31,7.82,0.64,1.54,28795.21,4548237.97,8020.36,Owner,23
SYN-01312,synthetic,https://example.com/pune-listing/1312,1 RK,514.11,574.84,2,15,11,1,Unfurnished,0,2,1,0,1,Vitrified,1,1,1,0,1,,1,Corporation + Borewell,800.0,Hinjewadi,411057,Society,5.68,0.77,2.67,2.37,17851.96,2824478.68,5493.88,Owner,36
